original_listed_time_readable,work_type,count
2023-06-08 07:40:00,FULL_TIME,1
2023-06-11 13:26:40,VOLUNTEER,1
2023-07-01 11:13:20,FULL_TIME,1
2023-07-10 09:06:40,FULL_TIME,1
2023-07-13 23:13:20,FULL_TIME,1
2023-07-27 15:00:00,FULL_TIME,1
2023-07-27 17:46:40,FULL_TIME,11
2023-07-28 04:53:20,FULL_TIME,28
2023-07-28 04:53:20,PART_TIME,2
2023-07-28 16:00:00,FULL_TIME,1
2023-07-28 16:00:00,PART_TIME,1
2023-07-28 18:46:40,CONTRACT,1
2023-07-28 18:46:40,FULL_TIME,47
2023-07-28 18:46:40,PART_TIME,3
2023-07-28 21:33:20,FULL_TIME,187
2023-07-28 21:33:20,PART_TIME,16
2023-07-28 21:33:20,TEMPORARY,16
2023-07-29 00:20:00,FULL_TIME,14
2023-07-29 00:20:00,PART_TIME,2
2023-07-29 17:00:00,FULL_TIME,1
2023-07-29 19:46:40,CONTRACT,1
2023-07-29 19:46:40,FULL_TIME,28
2023-07-29 19:46:40,PART_TIME,5
2023-07-29 19:46:40,TEMPORARY,1
2023-07-29 22:33:20,CONTRACT,1
2023-07-29 22:33:20,FULL_TIME,90
2023-07-29 22:33:20,PART_TIME,9
2023-07-30 01:20:00,CONTRACT,1
2023-07-30 01:20:00,FULL_TIME,9
2023-07-30 01:20:00,PART_TIME,1
2023-07-30 01:20:00,TEMPORARY,1
2023-07-30 04:06:40,CONTRACT,2
2023-07-30 04:06:40,FULL_TIME,100
2023-07-30 04:06:40,INTERNSHIP,1
2023-07-30 04:06:40,PART_TIME,5
2023-07-30 04:06:40,TEMPORARY,1
2023-07-30 06:53:20,FULL_TIME,6
2023-07-30 09:40:00,FULL_TIME,2
2023-07-30 23:33:20,FULL_TIME,3
2023-07-31 13:26:40,FULL_TIME,1
2023-07-31 19:00:00,FULL_TIME,1
2023-07-31 21:46:40,FULL_TIME,5
2023-07-31 21:46:40,PART_TIME,1
2023-08-01 00:33:20,FULL_TIME,12
2023-08-01 03:20:00,FULL_TIME,4
2023-08-01 06:06:40,FULL_TIME,1
2023-08-01 14:26:40,FULL_TIME,1
2023-08-01 20:00:00,FULL_TIME,1
2023-08-01 22:46:40,FULL_TIME,15
2023-08-01 22:46:40,OTHER,1
2023-08-01 22:46:40,PART_TIME,1
2023-08-02 04:20:00,FULL_TIME,3
2023-08-02 07:06:40,FULL_TIME,2
2023-08-02 09:53:20,CONTRACT,1
2023-08-02 09:53:20,FULL_TIME,4
2023-08-02 12:40:00,FULL_TIME,2
2023-08-02 12:40:00,PART_TIME,2
2023-08-02 15:26:40,FULL_TIME,2
2023-08-02 21:00:00,FULL_TIME,2
2023-08-02 21:00:00,PART_TIME,2
2023-08-02 23:46:40,FULL_TIME,7
2023-08-03 02:33:20,FULL_TIME,1
2023-08-03 05:20:00,FULL_TIME,1
2023-08-03 10:53:20,FULL_TIME,1
2023-08-03 16:26:40,FULL_TIME,2
2023-08-03 22:00:00,CONTRACT,1
2023-08-03 22:00:00,FULL_TIME,2
2023-08-04 00:46:40,FULL_TIME,2
2023-08-04 03:33:20,CONTRACT,1
2023-08-04 14:40:00,FULL_TIME,1
2023-08-04 17:26:40,FULL_TIME,1
2023-08-04 20:13:20,FULL_TIME,6
2023-08-04 20:13:20,PART_TIME,1
2023-08-04 23:00:00,FULL_TIME,6
2023-08-04 23:00:00,PART_TIME,6
2023-08-05 04:33:20,FULL_TIME,1
2023-08-05 10:06:40,FULL_TIME,1
2023-08-05 15:40:00,FULL_TIME,1
2023-08-06 00:00:00,PART_TIME,1
2023-08-07 01:00:00,FULL_TIME,4
2023-08-07 17:40:00,FULL_TIME,1
2023-08-07 20:26:40,CONTRACT,1
2023-08-07 20:26:40,FULL_TIME,6
2023-08-07 23:13:20,FULL_TIME,1
2023-08-08 04:46:40,FULL_TIME,3
2023-08-08 10:20:00,FULL_TIME,1
2023-08-08 13:06:40,PART_TIME,1
2023-08-08 21:26:40,FULL_TIME,4
2023-08-08 21:26:40,PART_TIME,1
2023-08-09 00:13:20,FULL_TIME,3
2023-08-09 03:00:00,FULL_TIME,1
2023-08-09 05:46:40,PART_TIME,1
2023-08-09 14:06:40,FULL_TIME,1
2023-08-09 16:53:20,FULL_TIME,7
2023-08-09 19:40:00,FULL_TIME,9
2023-08-09 22:26:40,FULL_TIME,2
2023-08-10 01:13:20,FULL_TIME,11
2023-08-10 06:46:40,FULL_TIME,1
2023-08-10 12:20:00,FULL_TIME,5
2023-08-10 12:20:00,INTERNSHIP,1
2023-08-10 15:06:40,FULL_TIME,18
2023-08-10 15:06:40,OTHER,1
2023-08-10 15:06:40,PART_TIME,1
2023-08-10 17:53:20,FULL_TIME,55
2023-08-10 17:53:20,OTHER,1
2023-08-10 17:53:20,TEMPORARY,1
2023-08-10 20:40:00,CONTRACT,1
2023-08-10 20:40:00,FULL_TIME,45
2023-08-10 23:26:40,FULL_TIME,24
2023-08-10 23:26:40,PART_TIME,1
2023-08-11 02:13:20,FULL_TIME,8
2023-08-11 16:06:40,FULL_TIME,1
2023-08-11 18:53:20,FULL_TIME,3
2023-08-11 21:40:00,FULL_TIME,10
2023-08-11 21:40:00,PART_TIME,1
2023-08-12 00:26:40,FULL_TIME,2
2023-08-12 03:13:20,FULL_TIME,1
2023-08-13 23:40:00,CONTRACT,1
2023-08-13 23:40:00,FULL_TIME,7
2023-08-14 02:26:40,FULL_TIME,3
2023-08-14 10:46:40,FULL_TIME,1
2023-08-14 16:20:00,FULL_TIME,1
2023-08-14 19:06:40,FULL_TIME,3
2023-08-14 21:53:20,FULL_TIME,1
2023-08-15 00:40:00,FULL_TIME,19
2023-08-15 00:40:00,INTERNSHIP,1
2023-08-15 03:26:40,FULL_TIME,2
2023-08-15 11:46:40,FULL_TIME,1
2023-08-15 14:33:20,FULL_TIME,1
2023-08-15 14:33:20,PART_TIME,1
2023-08-15 17:20:00,FULL_TIME,5
2023-08-15 20:06:40,FULL_TIME,1
2023-08-15 22:53:20,CONTRACT,1
2023-08-15 22:53:20,FULL_TIME,27
2023-08-15 22:53:20,PART_TIME,2
2023-08-15 22:53:20,TEMPORARY,1
2023-08-16 21:06:40,FULL_TIME,2
2023-08-16 23:53:20,FULL_TIME,28
2023-08-16 23:53:20,PART_TIME,1
2023-08-17 05:26:40,CONTRACT,1
2023-08-17 05:26:40,FULL_TIME,2
2023-08-17 13:46:40,FULL_TIME,18
2023-08-17 19:20:00,FULL_TIME,1
2023-08-17 22:06:40,FULL_TIME,1
2023-08-18 00:53:20,FULL_TIME,12
2023-08-18 00:53:20,PART_TIME,1
2023-08-18 03:40:00,FULL_TIME,2
2023-08-18 17:33:20,FULL_TIME,5
2023-08-18 20:20:00,FULL_TIME,1
2023-08-18 23:06:40,FULL_TIME,3
2023-08-18 23:06:40,PART_TIME,2
2023-08-19 04:40:00,FULL_TIME,2
2023-08-20 00:06:40,FULL_TIME,1
2023-08-20 16:46:40,FULL_TIME,1
2023-08-20 16:46:40,PART_TIME,1
2023-08-21 01:06:40,CONTRACT,1
2023-08-21 01:06:40,FULL_TIME,123
2023-08-21 01:06:40,PART_TIME,31
2023-08-21 09:26:40,FULL_TIME,1
2023-08-21 15:00:00,FULL_TIME,8
2023-08-21 15:00:00,OTHER,1
2023-08-21 17:46:40,CONTRACT,7
2023-08-21 17:46:40,FULL_TIME,61
2023-08-21 17:46:40,PART_TIME,3
2023-08-21 17:46:40,TEMPORARY,2
2023-08-21 20:33:20,CONTRACT,1
2023-08-21 20:33:20,FULL_TIME,7
2023-08-21 23:20:00,CONTRACT,25
2023-08-21 23:20:00,FULL_TIME,1188
2023-08-21 23:20:00,INTERNSHIP,4
2023-08-21 23:20:00,PART_TIME,138
2023-08-21 23:20:00,TEMPORARY,10
2023-08-22 02:06:40,CONTRACT,1
2023-08-22 02:06:40,FULL_TIME,5
2023-08-22 04:53:20,CONTRACT,10
2023-08-22 04:53:20,FULL_TIME,179
2023-08-22 04:53:20,INTERNSHIP,1
2023-08-22 04:53:20,OTHER,1
2023-08-22 04:53:20,PART_TIME,5
2023-08-22 07:40:00,FULL_TIME,1
2023-08-22 10:26:40,FULL_TIME,1
2023-08-22 10:26:40,PART_TIME,1
2023-08-22 13:13:20,FULL_TIME,2
2023-08-22 13:13:20,PART_TIME,1
2023-08-22 16:00:00,CONTRACT,2
2023-08-22 16:00:00,FULL_TIME,56
2023-08-22 16:00:00,OTHER,1
2023-08-22 16:00:00,PART_TIME,10
2023-08-22 18:46:40,CONTRACT,668
2023-08-22 18:46:40,FULL_TIME,2567
2023-08-22 18:46:40,INTERNSHIP,31
2023-08-22 18:46:40,OTHER,5
2023-08-22 18:46:40,PART_TIME,108
2023-08-22 18:46:40,TEMPORARY,24
2023-08-22 18:46:40,VOLUNTEER,4
2023-08-22 21:33:20,CONTRACT,463
2023-08-22 21:33:20,FULL_TIME,3074
2023-08-22 21:33:20,INTERNSHIP,24
2023-08-22 21:33:20,OTHER,18
2023-08-22 21:33:20,PART_TIME,198
2023-08-22 21:33:20,TEMPORARY,19
2023-08-22 21:33:20,VOLUNTEER,2
2023-08-23 00:20:00,CONTRACT,120
2023-08-23 00:20:00,FULL_TIME,1312
2023-08-23 00:20:00,INTERNSHIP,7
2023-08-23 00:20:00,OTHER,4
2023-08-23 00:20:00,PART_TIME,116
2023-08-23 00:20:00,TEMPORARY,19
2023-08-23 03:06:40,FULL_TIME,2
2023-08-23 14:13:20,FULL_TIME,1
2023-08-23 17:00:00,FULL_TIME,2
2023-08-23 19:46:40,CONTRACT,69
2023-08-23 19:46:40,FULL_TIME,491
2023-08-23 19:46:40,INTERNSHIP,7
2023-08-23 19:46:40,OTHER,7
2023-08-23 19:46:40,PART_TIME,109
2023-08-23 19:46:40,TEMPORARY,2
2023-08-23 22:33:20,CONTRACT,215
2023-08-23 22:33:20,FULL_TIME,1237
2023-08-23 22:33:20,INTERNSHIP,4
2023-08-23 22:33:20,OTHER,3
2023-08-23 22:33:20,PART_TIME,66
2023-08-23 22:33:20,TEMPORARY,11
2023-08-24 01:20:00,CONTRACT,99
2023-08-24 01:20:00,FULL_TIME,676
2023-08-24 01:20:00,INTERNSHIP,9
2023-08-24 01:20:00,OTHER,4
2023-08-24 01:20:00,PART_TIME,61
2023-08-24 01:20:00,TEMPORARY,4
2023-08-24 01:20:00,VOLUNTEER,1
2023-08-24 04:06:40,CONTRACT,26
2023-08-24 04:06:40,FULL_TIME,605
2023-08-24 04:06:40,INTERNSHIP,20
2023-08-24 04:06:40,OTHER,2
2023-08-24 04:06:40,PART_TIME,68
2023-08-24 04:06:40,TEMPORARY,4
2023-08-24 04:06:40,VOLUNTEER,1
2023-08-24 06:53:20,CONTRACT,13
2023-08-24 06:53:20,FULL_TIME,172
2023-08-24 06:53:20,INTERNSHIP,1
2023-08-24 06:53:20,OTHER,1
2023-08-24 06:53:20,PART_TIME,14
2023-08-24 06:53:20,TEMPORARY,5
2023-08-24 09:40:00,CONTRACT,5
2023-08-24 09:40:00,FULL_TIME,79
2023-08-24 09:40:00,OTHER,3
2023-08-24 09:40:00,PART_TIME,9
2023-08-29 00:46:40,PART_TIME,1
2023-08-30 12:53:20,FULL_TIME,1
2023-09-03 16:53:20,FULL_TIME,1
2023-09-08 02:26:40,FULL_TIME,1
2023-09-12 17:33:20,FULL_TIME,1
2023-09-14 00:06:40,FULL_TIME,1
2023-09-18 20:46:40,VOLUNTEER,1
2023-09-21 15:26:40,FULL_TIME,1
2023-09-22 19:13:20,VOLUNTEER,1
2023-09-24 21:13:20,FULL_TIME,1
2023-09-25 22:13:20,FULL_TIME,2
2023-09-26 01:00:00,FULL_TIME,1
2023-09-28 22:26:40,FULL_TIME,2
2023-09-29 01:13:20,FULL_TIME,1
2023-09-29 23:26:40,FULL_TIME,2
2023-10-02 23:40:00,FULL_TIME,1
2023-10-03 02:26:40,FULL_TIME,1
2023-10-03 05:13:20,CONTRACT,1
2023-10-04 14:33:20,PART_TIME,1
2023-10-04 20:06:40,FULL_TIME,1
2023-10-06 16:33:20,FULL_TIME,1
2023-10-07 14:46:40,FULL_TIME,1
2023-10-08 15:46:40,FULL_TIME,1
2023-10-08 18:33:20,FULL_TIME,1
2023-10-08 21:20:00,FULL_TIME,55
2023-10-08 21:20:00,INTERNSHIP,1
2023-10-08 21:20:00,PART_TIME,6
2023-10-09 00:06:40,CONTRACT,1
2023-10-09 00:06:40,FULL_TIME,8
2023-10-09 00:06:40,PART_TIME,2
2023-10-09 14:00:00,FULL_TIME,4
2023-10-09 16:46:40,CONTRACT,2
2023-10-09 16:46:40,FULL_TIME,42
2023-10-09 16:46:40,PART_TIME,1
2023-10-09 16:46:40,TEMPORARY,7
2023-10-09 19:33:20,CONTRACT,1
2023-10-09 19:33:20,FULL_TIME,149
2023-10-09 19:33:20,INTERNSHIP,2
2023-10-09 19:33:20,PART_TIME,10
2023-10-09 19:33:20,TEMPORARY,3
2023-10-09 19:33:20,VOLUNTEER,1
2023-10-09 22:20:00,CONTRACT,4
2023-10-09 22:20:00,FULL_TIME,281
2023-10-09 22:20:00,INTERNSHIP,3
2023-10-09 22:20:00,PART_TIME,26
2023-10-10 01:06:40,FULL_TIME,32
2023-10-10 01:06:40,OTHER,1
2023-10-10 01:06:40,PART_TIME,4
2023-10-10 03:53:20,FULL_TIME,85
2023-10-10 03:53:20,PART_TIME,11
2023-10-10 06:40:00,FULL_TIME,14
2023-10-10 06:40:00,PART_TIME,1
2023-10-10 09:26:40,FULL_TIME,6
2023-10-10 15:00:00,FULL_TIME,1
2023-10-10 17:46:40,FULL_TIME,4
2023-10-10 20:33:20,FULL_TIME,4
2023-10-10 23:20:00,FULL_TIME,11
2023-10-10 23:20:00,TEMPORARY,1
2023-10-11 02:06:40,FULL_TIME,4
2023-10-11 04:53:20,FULL_TIME,1
2023-10-11 04:53:20,PART_TIME,1
2023-10-11 10:26:40,FULL_TIME,1
2023-10-11 16:00:00,FULL_TIME,2
2023-10-11 16:00:00,PART_TIME,1
2023-10-11 21:33:20,CONTRACT,1
2023-10-11 21:33:20,FULL_TIME,6
2023-10-12 00:20:00,CONTRACT,1
2023-10-12 00:20:00,FULL_TIME,6
2023-10-12 00:20:00,PART_TIME,1
2023-10-12 11:26:40,FULL_TIME,2
2023-10-12 17:00:00,FULL_TIME,7
2023-10-12 17:00:00,INTERNSHIP,1
2023-10-12 19:46:40,FULL_TIME,2
2023-10-12 19:46:40,PART_TIME,1
2023-10-12 22:33:20,FULL_TIME,1
2023-10-13 01:20:00,FULL_TIME,3
2023-10-13 04:06:40,FULL_TIME,1
2023-10-13 15:13:20,FULL_TIME,2
2023-10-13 20:46:40,FULL_TIME,6
2023-10-13 23:33:20,FULL_TIME,5
2023-10-14 02:20:00,FULL_TIME,2
2023-10-14 05:06:40,FULL_TIME,1
2023-10-14 10:40:00,PART_TIME,1
2023-10-14 16:13:20,FULL_TIME,4
2023-10-14 21:46:40,FULL_TIME,1
2023-10-15 00:33:20,FULL_TIME,1
2023-10-15 20:00:00,FULL_TIME,1
2023-10-15 22:46:40,FULL_TIME,1
2023-10-16 04:20:00,FULL_TIME,1
2023-10-16 15:26:40,FULL_TIME,1
2023-10-16 21:00:00,CONTRACT,3
2023-10-16 21:00:00,FULL_TIME,2
2023-10-16 21:00:00,PART_TIME,1
2023-10-16 23:46:40,FULL_TIME,5
2023-10-16 23:46:40,PART_TIME,1
2023-10-17 02:33:20,FULL_TIME,1
2023-10-17 02:33:20,INTERNSHIP,1
2023-10-17 05:20:00,FULL_TIME,4
2023-10-17 13:40:00,FULL_TIME,1
2023-10-17 16:26:40,FULL_TIME,5
2023-10-17 16:26:40,PART_TIME,16
2023-10-17 19:13:20,PART_TIME,1
2023-10-17 22:00:00,FULL_TIME,7
2023-10-17 22:00:00,PART_TIME,1
2023-10-18 00:46:40,CONTRACT,2
2023-10-18 00:46:40,FULL_TIME,7
2023-10-18 03:33:20,FULL_TIME,4
2023-10-18 03:33:20,PART_TIME,1
2023-10-18 14:40:00,FULL_TIME,2
2023-10-18 17:26:40,CONTRACT,1
2023-10-18 17:26:40,FULL_TIME,1
2023-10-18 20:13:20,FULL_TIME,8
2023-10-18 23:00:00,FULL_TIME,9
2023-10-18 23:00:00,TEMPORARY,1
2023-10-19 01:46:40,FULL_TIME,1
2023-10-19 04:33:20,FULL_TIME,2
2023-10-19 10:06:40,FULL_TIME,2
2023-10-19 10:06:40,PART_TIME,1
2023-10-19 15:40:00,CONTRACT,1
2023-10-19 15:40:00,FULL_TIME,1
2023-10-19 21:13:20,FULL_TIME,5
2023-10-19 21:13:20,PART_TIME,1
2023-10-20 00:00:00,FULL_TIME,4
2023-10-20 05:33:20,PART_TIME,1
2023-10-20 16:40:00,FULL_TIME,1
2023-10-20 19:26:40,FULL_TIME,1
2023-10-20 22:13:20,CONTRACT,1
2023-10-20 22:13:20,FULL_TIME,4
2023-10-20 22:13:20,PART_TIME,2
2023-10-21 01:00:00,FULL_TIME,1
2023-10-21 01:00:00,OTHER,1
2023-10-21 01:00:00,TEMPORARY,1
2023-10-21 03:46:40,CONTRACT,1
2023-10-21 03:46:40,FULL_TIME,2
2023-10-21 09:20:00,FULL_TIME,2
2023-10-22 15:53:20,CONTRACT,1
2023-10-23 00:13:20,CONTRACT,1
2023-10-23 00:13:20,FULL_TIME,4
2023-10-23 00:13:20,PART_TIME,1
2023-10-23 11:20:00,CONTRACT,1
2023-10-23 16:53:20,CONTRACT,1
2023-10-23 16:53:20,FULL_TIME,2
2023-10-23 19:40:00,FULL_TIME,2
2023-10-23 22:26:40,FULL_TIME,7
2023-10-24 01:13:20,CONTRACT,1
2023-10-24 01:13:20,FULL_TIME,5
2023-10-24 01:13:20,PART_TIME,1
2023-10-24 01:13:20,TEMPORARY,1
2023-10-24 04:00:00,FULL_TIME,2
2023-10-24 04:00:00,PART_TIME,1
2023-10-24 15:06:40,FULL_TIME,3
2023-10-24 20:40:00,FULL_TIME,3
2023-10-24 23:26:40,FULL_TIME,8
2023-10-25 05:00:00,PART_TIME,1
2023-10-25 10:33:20,FULL_TIME,1
2023-10-25 13:20:00,CONTRACT,1
2023-10-25 13:20:00,FULL_TIME,3
2023-10-25 16:06:40,FULL_TIME,2
2023-10-25 21:40:00,FULL_TIME,3
2023-10-26 00:26:40,FULL_TIME,2
2023-10-26 00:26:40,OTHER,1
2023-10-26 03:13:20,FULL_TIME,2
2023-10-26 06:00:00,CONTRACT,1
2023-10-26 06:00:00,FULL_TIME,3
2023-10-26 11:33:20,FULL_TIME,3
2023-10-26 14:20:00,FULL_TIME,2
2023-10-26 17:06:40,FULL_TIME,2
2023-10-26 22:40:00,FULL_TIME,4
2023-10-26 22:40:00,PART_TIME,1
2023-10-27 01:26:40,CONTRACT,1
2023-10-27 01:26:40,FULL_TIME,2
2023-10-27 09:46:40,CONTRACT,1
2023-10-27 15:20:00,PART_TIME,3
2023-10-27 18:06:40,FULL_TIME,2
2023-10-27 20:53:20,CONTRACT,1
2023-10-27 20:53:20,FULL_TIME,2
2023-10-27 23:40:00,FULL_TIME,2
2023-10-27 23:40:00,PART_TIME,1
2023-10-28 02:26:40,PART_TIME,2
2023-10-28 05:13:20,FULL_TIME,1
2023-10-28 10:46:40,FULL_TIME,1
2023-10-29 00:40:00,FULL_TIME,1
2023-10-29 20:06:40,FULL_TIME,1
2023-10-29 22:53:20,FULL_TIME,13
2023-10-30 01:40:00,FULL_TIME,2
2023-10-30 04:26:40,FULL_TIME,1
2023-10-30 10:00:00,FULL_TIME,2
2023-10-30 15:33:20,FULL_TIME,6
2023-10-30 18:20:00,FULL_TIME,2
2023-10-30 21:06:40,FULL_TIME,7
2023-10-30 23:53:20,CONTRACT,2
2023-10-30 23:53:20,FULL_TIME,8
2023-10-31 02:40:00,FULL_TIME,2
2023-10-31 02:40:00,PART_TIME,1
2023-10-31 05:26:40,FULL_TIME,3
2023-10-31 11:00:00,FULL_TIME,10
2023-10-31 11:00:00,PART_TIME,1
2023-10-31 13:46:40,CONTRACT,1
2023-10-31 13:46:40,FULL_TIME,33
2023-10-31 13:46:40,OTHER,1
2023-10-31 13:46:40,TEMPORARY,1
2023-10-31 16:33:20,CONTRACT,2
2023-10-31 16:33:20,FULL_TIME,58
2023-10-31 16:33:20,PART_TIME,1
2023-10-31 19:20:00,CONTRACT,4
2023-10-31 19:20:00,FULL_TIME,70
2023-10-31 19:20:00,PART_TIME,2
2023-10-31 22:06:40,CONTRACT,4
2023-10-31 22:06:40,FULL_TIME,78
2023-10-31 22:06:40,PART_TIME,3
2023-11-01 00:53:20,CONTRACT,1
2023-11-01 00:53:20,FULL_TIME,30
2023-11-01 03:40:00,FULL_TIME,1
2023-11-01 06:26:40,FULL_TIME,1
2023-11-01 09:13:20,FULL_TIME,1
2023-11-01 09:13:20,PART_TIME,3
2023-11-01 12:00:00,FULL_TIME,1
2023-11-01 14:46:40,FULL_TIME,3
2023-11-01 17:33:20,FULL_TIME,1
2023-11-01 20:20:00,FULL_TIME,4
2023-11-01 20:20:00,PART_TIME,2
2023-11-01 23:06:40,CONTRACT,4
2023-11-01 23:06:40,FULL_TIME,306
2023-11-01 23:06:40,INTERNSHIP,2
2023-11-01 23:06:40,PART_TIME,8
2023-11-01 23:06:40,TEMPORARY,5
2023-11-02 01:53:20,FULL_TIME,2
2023-11-02 10:13:20,FULL_TIME,4
2023-11-02 13:00:00,FULL_TIME,3
2023-11-02 15:46:40,FULL_TIME,21
2023-11-02 18:33:20,FULL_TIME,30
2023-11-02 21:20:00,CONTRACT,68
2023-11-02 21:20:00,FULL_TIME,531
2023-11-02 21:20:00,INTERNSHIP,4
2023-11-02 21:20:00,PART_TIME,49
2023-11-02 21:20:00,TEMPORARY,1
2023-11-02 21:20:00,VOLUNTEER,1
2023-11-03 00:06:40,CONTRACT,102
2023-11-03 00:06:40,FULL_TIME,2038
2023-11-03 00:06:40,INTERNSHIP,25
2023-11-03 00:06:40,OTHER,1
2023-11-03 00:06:40,PART_TIME,220
2023-11-03 00:06:40,TEMPORARY,11
2023-11-03 00:06:40,VOLUNTEER,1
2023-11-03 02:53:20,FULL_TIME,3
2023-11-03 08:26:40,FULL_TIME,1
2023-11-03 11:13:20,CONTRACT,1
2023-11-03 11:13:20,FULL_TIME,13
2023-11-03 11:13:20,PART_TIME,1
2023-11-03 14:00:00,CONTRACT,1
2023-11-03 14:00:00,FULL_TIME,40
2023-11-03 16:46:40,CONTRACT,2
2023-11-03 16:46:40,FULL_TIME,133
2023-11-03 16:46:40,OTHER,1
2023-11-03 16:46:40,PART_TIME,66
2023-11-03 16:46:40,TEMPORARY,1
2023-11-03 19:33:20,CONTRACT,871
2023-11-03 19:33:20,FULL_TIME,3735
2023-11-03 19:33:20,INTERNSHIP,29
2023-11-03 19:33:20,OTHER,20
2023-11-03 19:33:20,PART_TIME,247
2023-11-03 19:33:20,TEMPORARY,41
2023-11-03 19:33:20,VOLUNTEER,15
2023-11-03 22:20:00,CONTRACT,464
2023-11-03 22:20:00,FULL_TIME,4137
2023-11-03 22:20:00,INTERNSHIP,34
2023-11-03 22:20:00,OTHER,19
2023-11-03 22:20:00,PART_TIME,313
2023-11-03 22:20:00,TEMPORARY,36
2023-11-03 22:20:00,VOLUNTEER,2
2023-11-04 01:06:40,CONTRACT,85
2023-11-04 01:06:40,FULL_TIME,791
2023-11-04 01:06:40,INTERNSHIP,10
2023-11-04 01:06:40,OTHER,5
2023-11-04 01:06:40,PART_TIME,71
2023-11-04 01:06:40,TEMPORARY,23
2023-11-04 01:06:40,VOLUNTEER,8
2023-11-04 03:53:20,CONTRACT,60
2023-11-04 03:53:20,FULL_TIME,721
2023-11-04 03:53:20,INTERNSHIP,4
2023-11-04 03:53:20,OTHER,6
2023-11-04 03:53:20,PART_TIME,111
2023-11-04 03:53:20,TEMPORARY,2
2023-11-04 03:53:20,VOLUNTEER,4
2023-11-04 06:40:00,CONTRACT,17
2023-11-04 06:40:00,FULL_TIME,256
2023-11-04 06:40:00,INTERNSHIP,1
2023-11-04 06:40:00,OTHER,1
2023-11-04 06:40:00,PART_TIME,27
2023-11-04 06:40:00,TEMPORARY,4
2023-11-04 06:40:00,VOLUNTEER,2
2023-11-04 09:26:40,CONTRACT,1
2023-11-04 09:26:40,FULL_TIME,12
2023-11-04 09:26:40,PART_TIME,3
